mal_id,name,english_name,japanese_name,score,genres,type,episodes,aired,premiered,release_year,release_season,producers,studios,source,duration,rating,ranked,popularity,members,favorites,synopsis,img_url,weighted_score,log_members,log_favorites,primary_genre,content_soup,genres_list,score_norm
36582,Life: Jinsei no Taisetsu na Toki ni...,Unknown,Ｌｉｆｅ～人生のたいせつな時に・・・,,Slice of Life,ONA,1.0,"Mar 28, 2013",,2013,Unknown,Unknown,dwarf,Original,3 min.,G - All Ages,15302.0,15375,173,0,"paper stop-motion commercial for D-Mail, a live-event gift company with roses for anniversaries, cards, picture frames, incense for condolences, etc. With products available to celebrate weddings, births, first day of school ceremonies and graduation.",https://cdn.myanimelist.net/images/anime/7/88414.jpg,6.51,5.1591,0.0,Slice of Life,"life: jinsei no taisetsu na toki ni... ona source: original studio: dwarf slice of life paper stop-motion commercial for d-mail, a live-event gift company with roses for anniversaries, cards, picture frames, incense for condolences, etc. with products available to celebrate weddings, births, first day of school ceremonies and graduation.",['Slice of Life'],
29385,Chii-chan to Hige Ojisan,Unknown,ちぃちゃんとヒゲおじさん,,"Slice of Life, Kids",TV,10.0,"Jun 21, 2004 to Apr 21, 2010",Summer 2004,2004,Summer,NHK,Unknown,Original,5 min. per ep.,PG - Children,13623.0,15366,173,0,simple slice of life kids claymation about Chii-chan and her bearded uncle and their neighborhood animals friends.,https://cdn.myanimelist.net/images/anime/3/70645.jpg,6.51,5.1591,0.0,Slice of Life,"chii-chan to hige ojisan tv source: original slice of life, kids simple slice of life kids claymation about chii-chan and her bearded uncle and their neighborhood animals friends.","['Slice of Life', 'Kids']",
32821,Xiong Chumo Zhi: Dongri Le Fantian,Boonie Bears:Snow Daze,熊出没之冬日乐翻天,,"Comedy, Kids",TV,52.0,"Jul 10, 2015 to ?",,2015,Unknown,Unknown,Unknown,Original,13 min. per ep.,PG - Children,12911.0,15345,173,0,Fifth season of Boonie Bears .,https://cdn.myanimelist.net/images/anime/6/78685.jpg,6.51,5.1591,0.0,Comedy,"xiong chumo zhi: dongri le fantian boonie bears:snow daze tv source: original comedy, kids fifth season of boonie bears .","['Comedy', 'Kids']",
16830,Uju Jeonsa Hong Gildong,Unknown,우주전사 홍길동,,"Action, Kids, Adventure, Space, Sci-Fi",Movie,1.0,1983,,1983,Unknown,Unknown,Unknown,Unknown,1 hr. 25 min.,Unknown,12665.0,15350,173,0,"movie adaptation of Heo Gyun's novel, The Tale Of Hong Gildong, taking the character into science-fiction setting.",https://cdn.myanimelist.net/images/anime/7/45168.jpg,6.51,5.1591,0.0,Action,"uju jeonsa hong gildong movie action, kids, adventure, space, sci-fi movie adaptation of heo gyun's novel, the tale of hong gildong, taking the character into science-fiction setting.","['Action', 'Kids', 'Adventure', 'Space', 'Sci-Fi']",
33860,Saru Kani Gassen (Yokoku),Unknown,猿蟹合戦（予告）,,Historical,ONA,1.0,"Jul 31, 2012",,2012,Unknown,Unknown,Unknown,Other,37 sec.,G - All Ages,11833.0,15357,173,0,adaptation of the classic Japanese folktale albeit a teaser.,https://cdn.myanimelist.net/images/anime/4/81520.jpg,6.51,5.1591,0.0,Historical,saru kani gassen (yokoku) ona source: other historical adaptation of the classic japanese folktale albeit a teaser.,['Historical'],
38191,Annie,Unknown,unizzz... / Annie,,"Sci-Fi, Music",Music,1.0,"Aug 17, 2018",,2018,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,13297.0,15400,173,0,"usic video for ""Annie"" by unizzz... from their mini album ""F Is for France"" (2018). Animation by Yusuke Mashiba.",https://cdn.myanimelist.net/images/anime/1688/93499.jpg,6.51,5.1591,0.0,Sci-Fi,"annie music source: music sci-fi, music usic video for ""annie"" by unizzz... from their mini album ""f is for france"" (2018). animation by yusuke mashiba.","['Sci-Fi', 'Music']",
25059,"Nikoniko, Pun",Unknown,にこにこ、ぷん,,"Fantasy, Comedy, Kids",TV,40.0,1988,,1988,Unknown,"NHK, Oh! Production",Unknown,Unknown,9 min. per ep.,G - All Ages,11131.0,15343,173,2,"me spin-off from a children's show that featured out-of-work actors dressed up as a giant mouse, penguin, and lion, itself part of the Japanese ""Watch with Mother"" TV strip for the preschool audience.",https://cdn.myanimelist.net/images/anime/9/64121.jpg,6.51,5.1591,1.0986,Fantasy,"nikoniko, pun tv fantasy, comedy, kids me spin-off from a children's show that featured out-of-work actors dressed up as a giant mouse, penguin, and lion, itself part of the japanese ""watch with mother"" tv strip for the preschool audience.","['Fantasy', 'Comedy', 'Kids']",
41102,Suna no Akari,Lights of Sand,砂の灯,,"Music, Fantasy",Special,1.0,"Jun 28, 2017",,2017,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,12265.0,15383,173,2,"The world's first 4K anime. The short's story centers on a boy who finds something shining in a gloomy desert. It gives him a power of light. Guided by the light, the boy is drawn into the connection between the girl he meets and a new world. It was made in collaboration with with Singapore-based blockchain company BlockPunk. The short utilized a new type of production system with blockchain crowdfunding.",,6.51,5.1591,1.0986,Music,"suna no akari lights of sand special source: original music, fantasy the world's first 4k anime. the short's story centers on a boy who finds something shining in a gloomy desert. it gives him a power of light. guided by the light, the boy is drawn into the connection between the girl he meets and a new world. it was made in collaboration with with singapore-based blockchain company blockpunk. the short utilized a new type of production system with blockchain crowdfunding.","['Music', 'Fantasy']",
38905,Xmas Song,Xmas Song,Xmas Song,5.72,Music,Music,1.0,"Dec 9, 2016",,2016,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,9098.0,15362,173,1,"usic video by Kousuke Sugimoto for Xmas Song by the band VIVA SHERRY in their Christmas album ""Xmas Songs.""",https://cdn.myanimelist.net/images/anime/1508/97879.jpg,6.51,5.1591,0.6931,Music,"xmas song music source: original music usic video by kousuke sugimoto for xmas song by the band viva sherry in their christmas album ""xmas songs.""",['Music'],0.5272
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,Unknown,ふうせんいぬティニー なんだかふしぎな きょうりゅうのくに,,"Adventure, Kids",Movie,1.0,"Aug 25, 2017",,2017,Unknown,NHK,Craftar Studios,Picture book,49 min.,G - All Ages,14035.0,15393,173,0,Follows a dog and his friends who wear balloons and explore a kingdom in the clouds.,https://cdn.myanimelist.net/images/anime/3/83801.jpg,6.51,5.1591,0.0,Adventure,"fuusen inu tinny: nandaka fushigi na - kyouryuu no kuni movie source: picture book studio: craftar studios adventure, kids follows a dog and his friends who wear balloons and explore a kingdom in the clouds.","['Adventure', 'Kids']",
40543,King of Prism All Stars: Prism Show☆Best Ten,Unknown,KING OF PRISM ALL STARS -プリズムショー☆ベストテン-,,"Music, Shoujo",Movie,1.0,"Jan 10, 2020",,2020,Unknown,Unknown,Unknown,Original,1 hr. 5 min.,PG-13 - Teens 13 or older,15050.0,17525,173,1,collection of the lives from the King of Prism franchise. The best ten live scenes were chosen by the fans out of twenty-eight scenes. Also includes a new scene from King of Prism: Shiny Seven Stars .,,6.51,5.1591,0.6931,Music,"king of prism all stars: prism show☆best ten movie source: original music, shoujo collection of the lives from the king of prism franchise. the best ten live scenes were chosen by the fans out of twenty-eight scenes. also includes a new scene from king of prism: shiny seven stars .","['Music', 'Shoujo']",
39320,Marine Dreamin' (2017),Unknown,Marine Dreamin',5.67,Music,Music,1.0,"Apr 28, 2017",,2017,Unknown,Sanyo,Unknown,Game,3 min.,G - All Ages,9241.0,15374,172,1,"5 Japanese creators challenge the possibilities of Marine-chan（the famous character of ""Umimonogatari""） Making brand new digital idol ""iMarine-chan"", original song and music video. We put several meaning into ""i"" of iMarine, such as infinity, icon, internet, imagination, innovation, ideal and I.",,6.51,5.1533,0.6931,Music,"marine dreamin' (2017) music source: game music 5 japanese creators challenge the possibilities of marine-chan（the famous character of ""umimonogatari""） making brand new digital idol ""imarine-chan"", original song and music video. we put several meaning into ""i"" of imarine, such as infinity, icon, internet, imagination, innovation, ideal and i.",['Music'],0.5204
29889,Akuei to Gacchinpo: Tenkomori - Maboroshi no Omake Episode,Unknown,アークエとガッチンポー てんこもり 幻のおまけエピソード,,Comedy,Special,1.0,"Jul 27, 2005",,2005,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,13252.0,15389,172,0,Special episode of Akuei to Gacchinpo Tenkomori.,https://cdn.myanimelist.net/images/anime/2/71748.jpg,6.51,5.1533,0.0,Comedy,akuei to gacchinpo: tenkomori - maboroshi no omake episode special comedy special episode of akuei to gacchinpo tenkomori.,['Comedy'],
31547,Ryouma 30 Seconds,Unknown,龍馬 30 Seconds,,Historical,TV,5.0,"Sep, 2009",Summer 2009,2009,Summer,Unknown,Unknown,Unknown,30 sec. per ep.,G - All Ages,11765.0,15378,172,0,Ryouma 30 Seconds is an TV production exploring Historical.,https://cdn.myanimelist.net/images/anime/11/76307.jpg,6.51,5.1533,0.0,Historical,ryouma 30 seconds tv historical ryouma 30 seconds is an tv production exploring historical.,['Historical'],
26009,His Lipstick,His Lipstick,his Lipstick,,"Kids, Comedy",ONA,1.0,"Feb 24, 2012",,2012,Unknown,Unknown,RG Animation Studios,Original,5 min.,G - All Ages,14447.0,15393,172,0,oung girl starting to put on make-up inadvertently ignores her pet rabbit who becomes a bit jealous.,https://cdn.myanimelist.net/images/anime/8/65797.jpg,6.51,5.1533,0.0,Kids,"his lipstick ona source: original studio: rg animation studios kids, comedy oung girl starting to put on make-up inadvertently ignores her pet rabbit who becomes a bit jealous.","['Kids', 'Comedy']",
22711,Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,Unknown,わざぐぅ!VSでんぢゃらすじーさん邪 抱腹絶倒!アニメクイズ,,"Kids, Comedy",OVA,1.0,"Nov 21, 2012",,2012,Unknown,Unknown,Unknown,Unknown,35 min.,G - All Ages,12812.0,15358,172,0,crossover OVA featuring Wazabo Saishuushou: Wazaguu! and Dangerous Jiisan Ja.,https://cdn.myanimelist.net/images/anime/3/59079.jpg,6.51,5.1533,0.0,Kids,"wazaguu! vs. dangerous jiisan ja: houfukuzettou! anime quiz ova kids, comedy crossover ova featuring wazabo saishuushou: wazaguu! and dangerous jiisan ja.","['Kids', 'Comedy']",
22279,Watashitachi no Kurashi to Doboku,Unknown,私たちの暮らしと土木,,"Historical, Kids, Samurai",OVA,3.0,"Nov, 2001",,2001,Unknown,Mushi Production,Unknown,Original,20 min. per ep.,G - All Ages,12829.0,15371,172,0,"The 3-part series commissioned by Japan Construction Training Center for educational purposes (to elementary schools originally) shows how civil engineering has developed Japan into the country it is now. Part 1: Takes place in the Nara period and covers Chinese Buddhist monks which came to Japan and taught the people Buddhism and how to construct and fix bridges and pods to improve the lives of farmers suffering from drought and taxes in what is currently the Hyoujo Prefecture. Part 2: Takes place in the Sengoku period and covers Takeda Shingen and how the Kai Province was always plagued by the violent river rains dues to the mountain region surrounding them to them causing the Kofu Basin to flood. He funneled man-power into developing a system of flood control using stone embankments and planting tree lines. The civil engineering project is also the foundation for the Roushigumi which later became the Shinsengumi in the Edo period. Part 3: Takes place in the Edo period and covers the Meiji government wantin to catch up with the rest of the world's technology and hired many foreigners to implement the success of the Western world's industrial revolution. ""Contract foreigners"" (oyatoi gaikokujin) brought knowledge of: lighthouses, railways, ports, water supplies, improved flood control, and education. The railways specifically were handled by the British railway engineer Edmund Morel who was a mere 28 year old. The project was completed in 2 years connecting Tokyo to Yokohama in 1872 as Japan's first railroad and first two railroad stations. Unfortunately Morel had tuberculosis and died in right before the projected completed but he advised many Japanese scholars and engineers on railway production in his own home til his dead which lead to the boom of ever-so-famous-and-successful Japanese railway system.",https://cdn.myanimelist.net/images/anime/11/58385.jpg,6.51,5.1533,0.0,Historical,"watashitachi no kurashi to doboku ova source: original historical, kids, samurai the 3-part series commissioned by japan construction training center for educational purposes (to elementary schools originally) shows how civil engineering has developed japan into the country it is now. part 1: takes place in the nara period and covers chinese buddhist monks which came to japan and taught the people buddhism and how to construct and fix bridges and pods to improve the lives of farmers suffering from drought and taxes in what is currently the hyoujo prefecture. part 2: takes place in the sengoku period and covers takeda shingen and how the kai province was always plagued by the violent river rains dues to the mountain region surrounding them to them causing the kofu basin to flood. he funneled man-power into developing a system of flood control using stone embankments and planting tree lines. the civil engineering project is also the foundation for the roushigumi which later became the shinsengumi in the edo period. part 3: takes place in the edo period and covers the meiji government wantin to catch up with the rest of the world's technology and hired many foreigners to implement the success of the western world's industrial revolution. ""contract foreigners"" (oyatoi gaikokujin) brought knowledge of: lighthouses, railways, ports, water supplies, improved flood control, and education. the railways specifically were handled by the british railway engineer edmund morel who was a mere 28 year old. the project was completed in 2 years connecting tokyo to yokohama in 1872 as japan's first railroad and first two railroad stations. unfortunately morel had tuberculosis and died in right before the projected completed but he advised many japanese scholars and engineers on railway production in his own home til his dead which lead to the boom of ever-so-famous-and-successful japanese railway system.","['Historical', 'Kids', 'Samurai']",
30914,Animax Taisou,Unknown,アニマックス体操,,"Sports, Kids",Special,30.0,"Aug 1, 2014 to Jul 31, 2015",,2014,Unknown,Unknown,Unknown,Unknown,,G - All Ages,13259.0,15330,172,0,"Animax Taisou is an Special production exploring Sports, Kids.",https://cdn.myanimelist.net/images/anime/6/74386.jpg,6.51,5.1533,0.0,Sports,"animax taisou special sports, kids animax taisou is an special production exploring sports, kids.","['Sports', 'Kids']",
